ID,CANCELADO,CODIGO_BARRA,DATA_LANCAMENTO,DATA_PAGAMENTO,EMISSAO,ID_CANCELAMENTO,NUMERO,OBS,PARCELA,TOTAL_PARCELAS,VALOR,VALOR_PAGO,VENCIMENTO,FORMA_PAGAMENTO_ID,TIPO_CONTA_ID
320,false,09/027935943173,2018-12-27 23:05:54,2014-03-10,2012-10-12,0,09/027935943173,,17,48,414.12,414.12,2014-03-10,6,12
321,false,110385712,2018-12-27 23:05:54,2014-02-25,2014-01-09,0,110385712,,0,0,29.90,29.90,2014-02-25,6,51
322,false,201402000726407C,2018-12-27 23:05:54,2014-02-25,2014-02-07,0,201402000726407C,,0,0,34.80,34.80,2014-02-24,6,1
323,false,992168579,2018-12-27 23:05:54,2014-02-25,2014-01-09,0,992168579,,0,0,49.90,49.90,2014-02-25,6,50
324,false,0505660000232360,2018-12-27 23:05:54,2014-02-25,2014-02-14,0,0505660000232360,,0,0,160.23,160.23,2014-02-25,6,11
325,false,414617695,2018-12-27 23:05:54,2014-02-25,2013-12-27,0,414617695,,3,4,256.05,256.05,2014-02-25,6,13
326,false,141617695,2018-12-27 23:05:54,2014-03-25,2013-12-27,0,141617695,,4,4,256.05,256.05,2014-03-25,6,13
327,false,000,2018-12-27 23:05:54,2014-03-25,2014-03-25,0,000,,3,3,326.50,326.50,2014-03-25,6,6
328,false,000,2018-12-27 23:05:54,2014-02-25,2014-02-25,0,000,,0,0,32.90,32.90,2014-02-25,6,5
329,false,103/090,2018-12-27 23:05:54,2014-03-10,2014-02-18,0,103/090,,0,0,300.00,300.00,2014-03-10,6,4
330,false,1895418876902,2018-12-27 23:05:54,2014-03-25,2014-03-14,0,1895418876902,,0,0,192.99,192.99,2014-03-25,6,11
332,false,000.654.606-AA,2018-12-27 23:05:54,2014-03-25,2014-03-07,0,000.654.606-AA,,0,0,32.90,32.90,2014-03-25,6,5
333,false,992168579,2018-12-27 23:05:54,2014-03-25,2014-03-10,0,992168579,,0,0,49.90,49.90,2014-03-25,6,50
335,false,201403001019175c,2018-12-27 23:05:54,2014-03-25,2014-03-10,0,201403001019175c,,0,0,31.89,31.89,2014-03-24,6,1
336,false,23792374039027935943518011189505760290000041412,2018-12-27 23:05:54,2014-04-10,2012-10-12,0,09/027935943181,,18,48,414.12,414.12,2014-04-10,2,12
337,false,0505660000232360,2018-12-27 23:05:54,2014-01-24,2014-01-16,0,0505660000232360,,0,0,219.77,219.77,2014-01-25,6,11
338,false,0505660000232360,2018-12-27 23:05:54,2013-12-26,2013-12-16,0,0505660000232360,,0,0,252.05,252.05,2013-12-25,6,11
339,false,992168579,2018-12-27 23:05:54,2013-12-26,2013-12-25,0,992168579,,0,0,49.90,49.90,2013-12-25,6,50
340,false,703/090,2018-12-27 23:05:54,2014-01-08,2013-12-12,0,703/090,,0,0,300.00,300.00,2014-01-08,6,4
341,false,110385712,2018-12-27 23:05:54,2014-01-24,2014-01-25,0,110385712,,0,0,29.80,29.80,2014-01-25,6,51
342,false,110385712,2018-12-27 23:05:54,2014-03-25,2014-03-25,0,110385712,,0,0,29.90,29.90,2014-03-25,6,51
343,false,40113304518,2018-12-27 23:05:54,2014-01-13,2013-11-19,0,40113304518,,0,0,543.00,543.00,2014-01-13,6,2
344,false,131213292518,2018-12-27 23:05:54,2013-12-13,2013-09-24,0,131213292518,,0,0,568.50,568.50,2013-12-13,6,2
345,false,20131200810861C,2018-12-27 23:05:54,2013-12-23,2013-12-11,0,20131200810861C,,0,0,32.13,32.13,2013-12-23,6,1
346,false,848700000009499001592011404259921686579007119220,2018-12-27 23:05:54,2014-04-25,2014-03-09,0,992168579,,0,0,49.90,49.90,2014-04-25,6,50
347,false,836200000005243300403009420034498030100252771009,2018-12-27 23:05:54,2014-04-24,2014-04-07,0,201404000779108C,,0,0,24.33,24.33,2014-04-22,2,1
348,false,846100000005329001090102000945304469357303262996,2018-12-27 23:05:54,2014-04-25,2014-04-07,0,000.815.507-AA,,0,0,32.90,32.90,2014-04-25,2,5
349,false,110385712,2018-12-27 23:05:54,2014-04-25,2014-04-17,0,110385712,,0,0,29.90,29.90,2014-04-25,2,51
350,false,033994928136918954185876902090412000000000000000,2018-12-27 23:05:54,2014-04-25,2014-04-11,0,0505660000232360,,0,0,357.89,357.89,2014-04-25,2,11
351,false,104914022119090000000200003994324160260000030000,2018-12-27 23:05:54,2014-04-07,2014-03-17,0,900000000000003994320,,0,0,300.00,300.00,2014-04-07,2,4
352,false,23792374039027935943519011189503960590000041412,2018-12-27 23:05:54,2014-05-12,2012-10-12,0,09/02793594319P,,19,48,414.12,414.12,2014-05-10,6,12
353,false,104910221190900000002000040495162657000003000000,2018-12-27 23:05:54,2014-05-08,2014-04-15,0,9000000000004049514,,0,0,300.00,300.00,2014-05-08,6,4
354,false,237923740390279359435200111895011609000000041412,2018-12-27 23:05:54,2014-06-10,2012-10-12,0,09/027935943203,,20,48,414.12,414.12,2014-06-10,6,12
355,false,846100000005329001090102000963041553657303262999,2018-12-27 23:05:54,2014-05-26,2014-05-07,0,000.756.352-AA,,0,0,32.90,32.90,2014-05-25,6,5
356,false,84850000005299001592019405251103850712005119225,2018-12-27 23:05:54,2014-05-26,2014-04-09,0,110385712,,0,0,29.90,29.90,2014-05-25,6,51
357,false,848600000007499001592011405259921684579008119224,2018-12-27 23:05:54,2014-05-26,2014-04-09,0,992168579,,0,0,49.90,49.90,2014-05-25,6,50
358,false,033994928136918954185876902090581000000000000000,2018-12-27 23:05:54,2014-05-26,2014-05-14,0,0505660000232360,,0,0,288.51,288.51,2014-05-25,6,11
359,false,104910221190900000002000040930193608600003000000,2018-12-27 23:05:54,2014-06-06,2014-05-12,0,703/090,,0,0,300.00,300.00,2014-06-06,6,4
360,false,83660000000138160040300441718376203410025277100,2018-12-27 23:05:54,2014-08-22,2014-08-07,0,201408000739257C,,0,0,38.16,38.16,2014-08-22,7,1
361,false,10491022119090000000200004150413361170000030000,2018-12-27 23:05:54,2014-07-07,2014-06-12,0,703090,,0,0,300.00,300.00,2014-07-07,6,4
362,false,83640000000344560040300744006812603410025277100,2018-12-27 23:05:54,2014-07-22,2014-07-07,0,201407000764548,,0,0,44.56,44.56,2014-07-22,6,1
363,false,033994928136918954185876902090747000000000000000,2018-12-27 23:05:54,2014-07-25,2014-07-15,0,0505660000232360,,0,0,420.26,420.26,2014-07-25,6,11
364,false,848300000001299001592019407251103857712007119222,2018-12-27 23:05:54,2014-07-25,2014-06-09,0,110385712,,0,0,29.90,29.90,2014-07-24,6,51
365,false,848000000006499001592011407259921680579010119228,2018-12-27 23:05:55,2014-07-25,2014-06-09,0,992168579,,0,0,49.90,49.90,2014-07-25,6,50
366,false,033994928136918954185876902090669000000000000000,2018-12-27 23:05:55,2014-06-25,2014-06-12,0,0505660000232360,,0,0,338.65,338.65,2014-06-25,6,11
367,false,83610000006364100403005391770671033100252771009,2018-12-27 23:05:55,2014-06-25,2014-06-10,0,201406000792847,,0,0,36.41,36.41,2014-06-23,6,1
368,false,237926950562695831073350003607076612500000601000,2018-12-27 23:05:55,2014-07-15,2014-07-14,0,140715343518,pagamento em substiuição a outro que pagei errado do dia 13/06/2014,0,0,601.00,601.00,2014-07-15,6,2
369,false,848500000005499001592011406259921682579009119228,2018-12-27 23:05:55,2014-06-25,2014-05-09,0,992168579,,0,0,49.90,49.90,2014-06-25,6,50
370,false,237926950562695831065730003607087612400000601000,2018-12-27 23:05:55,2014-07-14,2014-07-13,0,140714343518,,0,0,601.00,601.00,2014-07-14,6,2
371,false,846800000008329001090102000979462538257303262998,2018-12-27 23:05:55,2014-06-25,2014-06-07,0,000714574AA,,0,0,32.90,32.90,2014-06-25,6,5
372,false,237926950562695828905040003607037606200000601000,2018-12-27 23:05:55,2014-05-13,2014-03-20,0,140513319518,,0,0,601.00,601.00,2014-05-13,6,2
373,false,836200000005368300403004381884449038100252771009,2018-12-27 23:05:55,2014-05-22,2014-05-08,0,201405000808838C,,0,0,36.83,36.83,2014-05-22,6,1
374,false,237926950562695828905030003607055603200000601000,2018-12-27 23:05:55,2014-04-13,2014-03-20,0,140413319518,,0,0,601.00,601.00,2014-04-13,6,2
375,false,2379237403902793594352101118950916120000041412,2018-12-27 23:05:55,2014-07-10,2012-10-12,0,09027935943211,,21,48,414.12,414.12,2014-07-10,6,12
376,false,23792374039027935943522011189507961510000041412,2018-12-27 23:05:55,2014-08-11,2012-10-12,0,0902793594322,,22,48,414.12,414.12,2014-08-10,6,12
377,false,237923740390279359435230111895056618200000041412,2018-12-27 23:05:55,2014-09-10,2012-09-12,0,09027935943238,,23,48,414.12,414.12,2014-09-10,6,12
378,false,23792374039027935943524011189503662120000041412,2018-12-27 23:05:55,2014-10-10,2012-10-12,0,09027935943246,,24,48,414.12,414.12,2014-10-10,6,12
379,false,033994928136918954185876902090825000000000000000,2018-12-27 23:05:55,2014-08-25,2014-08-13,0,05056600000232360,,0,0,278.18,278.18,2014-08-25,6,11
380,false,104910221190900000002000042025862614900000300000,2018-12-27 23:05:55,2014-08-08,2014-07-17,0,703/090,,0,0,300.00,300.00,2014-08-08,6,4
381,false,84840000003299001592019406251103859712006119229,2018-12-27 23:05:55,2014-06-25,2014-05-09,0,110385712,,0,0,29.90,29.90,2014-06-25,6,51
382,false,104910221190900000002000042566081617700000300000,2018-12-27 23:05:55,2014-09-05,2014-08-15,0,703/090,,0,0,300.00,300.00,2014-09-05,6,4
383,false,836400000003357900403001421210808034100252771009,2018-12-27 23:05:55,2014-09-22,2014-09-11,0,201409000768266C,,0,0,35.79,35.79,2014-09-22,6,1
384,false,8481000000829900159201940925110385371209119220,2018-12-27 23:05:55,2014-09-25,2014-08-09,0,110385712,,0,0,29.90,29.90,2014-09-25,6,51
385,false,848900000002499001592011409259921687579012119225,2018-12-27 23:05:55,2014-09-25,2014-08-09,0,992168579,,0,0,49.90,49.90,2014-09-25,6,50
386,false,033994928136918954185876902090903000000000000000,2018-12-27 23:05:55,2014-09-25,2014-09-15,0,18954188876902,,0,0,298.35,298.35,2014-09-25,6,11
387,false,846900000007328401090100001028412193573032629922,2018-12-27 23:05:55,2014-09-25,2014-09-07,0,000.813.527-AA,,0,0,32.84,32.84,2014-09-25,2,5
388,false,836500000002293900403008425889900030100252771009,2018-12-27 23:05:55,2015-01-26,2015-01-08,0,201501000799607C,,0,0,29.39,29.39,2015-01-22,6,1
389,false,848900000002639001592010501259921688579016119220,2018-12-27 23:05:55,2015-01-26,2014-01-09,0,992168579,,0,0,63.90,63.90,2015-01-25,6,50
390,false,8484000003419001592013501251103854712013119220,2018-12-27 23:05:55,2015-01-26,2014-12-09,0,110385712,,0,0,41.90,41.90,2015-01-25,6,51
391,false,23790001085102076084203026224000162990000028436,2018-12-27 23:05:55,2014-12-24,2014-12-19,0,5/1020608403-9,,1,4,284.36,284.36,2015-01-05,6,13
392,false,8489000002319001592017412251103853712012119227,2018-12-27 23:05:55,2014-12-24,2014-11-09,0,110385712,,0,0,31.90,31.90,2014-12-25,6,51
393,false,848100000008639001592010412259921687579015119226,2018-12-27 23:05:55,2014-12-24,2014-11-09,0,992168579,,0,0,63.90,63.90,2014-12-25,6,50
394,false,8480000006319001592017411251103855712011119223,2018-12-27 23:05:55,2014-11-25,2014-10-09,0,110385712,,0,0,31.90,31.90,2014-11-25,6,51
395,false,848200000000601592015411259921689579014119222,2018-12-27 23:05:55,2014-11-25,2014-10-09,0,992168579,,0,0,60.00,60.00,2014-11-25,6,50
396,false,8483000001529001592017410259921680579013119229,2018-12-27 23:05:55,2014-10-27,2014-09-09,0,992168579,,0,0,52.90,52.90,2014-10-25,6,50
397,false,84870000009299001592019410251103857712010119220,2018-12-27 23:05:55,2014-10-27,2014-09-09,0,110385712,,0,0,29.90,29.90,2014-10-25,6,51
398,false,03399492813698143490906840601022300000000000000,2018-12-27 23:05:55,2014-12-24,2014-12-15,0,0505660000232360,,0,0,540.19,540.19,2014-12-25,6,11
399,false,0399492813691895418587690209116500000000000000,2018-12-27 23:05:55,2014-11-25,2014-11-13,0,0505660000232360,,0,0,523.25,523.25,2014-11-25,7,11
400,false,0339949281369189541858769020910870000000000000,2018-12-27 23:05:55,2014-10-27,2014-10-15,0,0505660000232360,,0,0,326.40,326.40,2014-10-25,6,11
401,false,237926950562695832303689000360704162760000060400,2018-12-27 23:05:55,2014-12-13,2014-10-16,0,06/269583230891,,0,0,604.00,604.00,2014-12-13,6,2
402,false,237926950526295832303688000360706862460000060400,2018-12-27 23:05:55,2014-11-13,2014-10-16,0,06/269583230883,,0,0,604.00,604.00,2014-11-13,6,2
403,false,2379269505626958310733800360701162150000060100,2018-12-27 23:05:55,2014-10-13,2014-07-22,0,06/269583107380,,0,0,601.00,601.00,2014-10-13,6,2
404,false,23792695056269583107337000360703161850000060100,2018-12-27 23:05:55,2014-09-13,2014-07-22,0,06/26958310737-2,,0,0,601.00,601.00,2014-09-13,6,2
405,false,23792695056269583330103000360705963080000057600,2018-12-27 23:05:55,2015-01-14,2015-01-14,0,06/26958333003-9,,0,0,576.00,576.00,2015-01-14,6,2
406,false,23792695056269583340046000360704663380000059700,2018-12-27 23:05:55,2015-02-13,2015-01-07,0,06/26958334046-8,,0,0,597.00,597.00,2015-02-13,6,2
407,false,8364000000032424004030003963990980391002552771009,2018-12-27 23:05:55,2014-10-22,2014-10-08,0,201410000769127C,,0,0,24.24,24.24,2014-10-22,6,1
408,false,836400000003233100403002443607586031100252771009,2018-12-27 23:05:55,2014-12-24,2014-12-08,0,201412000861820C,,0,0,23.31,23.31,2014-12-22,6,1
409,false,836400000003279300403003425293182035100252771009,2018-12-27 23:05:55,2014-11-25,2014-11-07,0,201411000656126C,,0,0,27.93,27.93,2014-11-24,6,1
410,false,104910221190900000002000043780973624000000033000,2018-12-27 23:05:55,2014-11-07,2014-10-29,0,900000000000437809-7,,0,0,330.00,330.00,2014-11-07,6,4
411,false,10491022119090000000200004299814662090000030000,2018-12-27 23:05:55,2014-10-07,2014-09-17,0,703/090,,0,0,300.00,300.00,2014-10-07,6,4
412,false,298909122014044241000371,2018-12-27 23:05:55,2014-12-09,2014-11-12,0,703/090,,0,0,330.00,394.00,2014-12-05,8,4
413,false,1049102211909000000020000446718916302000003000,2018-12-27 23:05:55,2015-01-08,2014-12-09,0,900000000000446718-9,,0,0,330.00,330.00,2015-01-08,6,4
414,false,237923740390279359435250111895003624300000041412,2018-12-27 23:05:55,2014-11-10,2012-10-12,0,09/027935943254,,25,48,414.12,414.12,2014-11-10,6,12
415,false,23792374039027935943526011189508562730000041412,2018-12-27 23:05:55,2014-12-10,2012-10-12,0,09/027935943262,,26,48,414.12,414.12,2014-12-10,6,12
416,false,000,2018-12-27 23:05:55,2015-01-13,2012-10-12,0,09/027935943270,,27,48,414.12,419.52,2015-01-10,8,12
417,false,237926950562695831073360003607052615400000060100,2018-12-27 23:05:55,2014-08-13,2014-07-22,0,Descontato do pagamento do boleto anteior 13/06/2014,,0,0,601.00,601.00,2014-08-13,6,2
418,false,9090000000200004506184563310000033000,2018-12-27 23:05:55,2015-02-06,2015-01-16,0,0293/022190-5,,0,0,330.00,330.00,2015-02-06,6,4
419,false,03399492813698150120605668301020600000000000000,2018-12-27 23:05:55,2015-02-25,2015-02-11,0,8150420056683,,0,0,353.95,353.95,2015-02-25,6,11
420,false,23790001085102087611944026224509663350000028436,2018-12-27 23:05:55,2015-02-10,2014-12-29,0,05102087611448,,2,4,284.36,284.36,2015-02-10,6,13
421,false,23790001085102087611945026224506763630000028436,2018-12-27 23:05:55,,2014-12-29,0,05102087611456,,3,4,284.36,284.36,2015-03-10,,13
422,false,836300000004347400403007445158998036100252771009,2018-12-27 23:05:55,2015-02-25,2015-02-11,0,20150200822336c,,0,0,34.74,34.74,2015-02-23,6,1
423,false,341917539771656472041001730900021000,2018-12-27 23:05:55,2015-02-25,2015-02-25,0,175/397165647,,0,0,32.80,32.80,2015-02-25,6,3
424,false,848500000005319001592017502251103852712014119224,2018-12-27 23:05:55,2015-02-25,2015-01-09,0,110385712,,0,0,31.90,31.90,2015-02-25,6,51
425,false,84880000000639001592010502259921686579017119223,2018-12-27 23:05:55,2015-02-25,2015-01-09,0,992168579,,0,0,63.90,63.90,2015-02-25,6,50
426,false,0000,2018-12-27 23:05:55,2015-02-26,2015-02-26,0,0000,,2,3,302.30,302.30,2015-02-26,6,6
427,false,000,2018-12-27 23:05:55,2015-01-21,2015-01-21,0,000,,1,3,302.30,302.30,2015-01-21,6,6
428,false,104941022119090000000200004547626363590000033000,2018-12-27 23:05:55,2015-03-06,2015-02-10,0,900000000000454762-0,,0,0,330.00,330.00,2015-03-06,6,4
429,false,237923740390279359435280111895048633500000041412,2018-12-27 23:05:55,2015-02-10,2012-10-12,0,09/027935943289,,28,48,414.12,414.12,2015-02-10,6,12
431,false,23792374039027935943529011189502963630000041412,2018-12-27 23:05:55,2015-03-10,2012-10-12,0,09/027935943297,,29,48,414.12,414.12,2015-03-10,6,12
432,false,23792374039027935943530011189500163940000041412,2018-12-27 23:05:55,2015-04-10,2012-10-12,0,09/027935943300,,30,48,414.12,414.12,2015-04-10,6,12
433,false,23792374039027935943531011189508164240000041412,2018-12-27 23:05:55,2015-05-10,2012-10-12,0,09/027935943319,,31,48,414.12,414.12,2015-05-10,6,12
434,false,03399702201400000000101025101021663660000059800,2018-12-27 23:05:55,2015-03-13,2015-02-06,0,000000001025-1,,0,0,598.00,598.00,2015-03-13,6,2
435,false,8360000000072613004033001441747692032100252771009,2018-12-27 23:05:55,2015-03-23,2015-03-12,0,20150300722168c,,0,0,26.13,26.13,2015-03-23,6,1
436,false,341917539771656472041001730900021000,2018-12-27 23:05:55,2015-03-25,2015-03-12,0,175/397165647,,0,0,206.08,206.08,2015-03-25,6,3
437,false,846200000004329001090102001097244402557303262991,2018-12-27 23:05:55,2015-01-26,2015-01-07,0,000825253AA,,0,0,32.90,32.90,2015-01-25,6,5
438,false,846400000002329001090102001115434506357303262996,2018-12-27 23:05:55,2015-02-25,2015-02-07,0,000774443AA,,0,0,32.90,32.90,2015-02-25,6,5
439,false,23790001085102087611945026224506663700000285555,2018-12-27 23:05:55,2015-03-17,2014-12-29,0,5/10208761145-6,,3,4,285.55,285.55,2015-03-17,6,13
441,false,0339949281369815072090567980102690000000000000,2018-12-27 23:05:55,2015-03-25,2015-03-13,0,8150720056798,,0,0,345.05,345.05,2015-03-25,6,11
442,false,8487000000096390015920105032599216845790181119227,2018-12-27 23:05:55,2015-03-25,2015-02-09,0,992168579,,0,0,63.90,63.90,2015-03-25,6,50
443,false,848400000003319001592017503251103850712015119228,2018-12-27 23:05:55,2015-03-25,2015-02-09,0,110385712,,0,0,31.90,31.90,2015-03-25,6,51
444,false,000,2018-12-27 23:05:55,2015-03-23,2015-03-23,0,000,,3,3,302.30,302.30,2015-03-23,6,6
445,false,846600000000329001090102001134067782857303262995,2018-12-27 23:05:55,2015-03-25,2015-03-07,0,000.631.734-AA,,0,0,32.90,32.90,2015-03-25,6,5
447,false,1049102211909000000020000459281256392000003300,2018-12-27 23:05:55,2015-04-08,2015-03-16,0,900000000000459281-1,,0,0,330.00,330.00,2015-04-08,7,4
448,false,0339949281369815410401072045010221000000000000,2018-12-27 23:05:55,2015-04-27,2015-04-14,0,8151040072045,,0,0,283.55,283.55,2015-04-25,6,11
449,false,848600000007639001592010504259921682579019119220,2018-12-27 23:05:55,2015-04-27,2015-03-09,0,99268579,,0,0,63.90,63.90,2015-04-25,6,50
450,false,84810000008419001592013504251103859712016119221,2018-12-27 23:05:55,2015-04-27,2015-03-09,0,110385712,,0,0,41.90,41.90,2015-04-25,6,51
451,false,3419175397716564720410017309000210000000000000,2018-12-27 23:05:55,2015-04-27,2015-04-25,0,175397165647,,2,10,143.80,143.80,2015-04-25,6,3
452,false,836300000004339900403001478025589035100252771009,2018-12-27 23:05:56,2015-04-27,2015-04-07,0,201504000886755C,,0,0,33.89,33.89,2015-04-25,6,1
453,false,846700000009329001090102001153169170857303262995,2018-12-27 23:05:56,2015-04-27,2015-04-07,0,000806370-AA,,0,0,32.90,32.90,2015-04-25,6,5
455,false,0339949281369815014000681080102450000000000000,2018-12-27 23:05:56,2015-01-26,2015-01-14,0,8150140068108,,0,0,1263.17,1263.17,2015-01-25,6,11
456,false,10491022119090000000200004660056764220000033000,2018-12-27 23:05:56,2015-05-08,2015-04-16,0,9000000000004660051,,0,0,330.00,330.00,2015-05-08,6,4
457,false,03399702201400000000103982901021163970000062800,2018-12-27 23:05:56,2015-04-13,2015-03-04,0,0000000039829,,0,0,628.00,628.00,2015-04-13,6,2
458,false,03399702201400000000103983701024864270000062800,2018-12-27 23:05:56,2015-05-13,2015-03-04,0,0000000039837,,0,0,628.00,628.00,2015-05-13,6,2
459,false,1049102211909000000020004905634465740033000,2018-12-27 23:05:56,2015-10-07,2015-09-15,0,703/090,,0,0,330.00,330.00,2015-10-07,6,4
460,false,0339949281369815225052567630102060000000000000,2018-12-27 23:05:56,2015-08-25,2015-08-13,0,0505660000232360,,0,0,259.35,259.35,2015-08-25,7,11
461,false,8481000008680501592012508259921685579023119221,2018-12-27 23:05:56,2015-08-25,2015-07-09,0,992168579,,0,0,68.05,68.05,2015-08-25,7,50
462,false,341917539771656472041001730900021000,2018-12-27 23:05:56,2015-08-25,2015-08-25,0,175/39716564-7,,6,10,144.20,144.20,2015-08-25,7,3
463,false,836900000008485400403005488032003037100252771009,2018-12-27 23:05:56,2015-08-25,2015-08-11,0,20150800885905C,,0,0,48.54,48.54,2015-08-24,7,1
464,false,8460000006349001090100001234546552857303262995,2018-12-27 23:05:56,2015-08-25,2015-08-07,0,1234546558,,0,0,34.90,34.90,2015-08-25,7,5
465,false,10491022119090000000200004795845465130000033000,2018-12-27 23:05:56,2015-08-07,2015-07-17,0,703/090,,0,0,330.00,330.00,2015-08-07,6,4
466,false,1049102211909000000200004856811365450000033000,2018-12-27 23:05:56,2015-09-08,2015-08-14,0,703/090,,0,0,330.00,330.00,2015-09-08,6,4
467,false,846800000008329001090102001217090776095512623992,2018-12-27 23:05:56,2015-07-27,2015-07-07,0,1217090770,,0,0,32.90,32.90,2015-07-25,6,5
468,false,8368000949440040300724324820203410252771009,2018-12-27 23:05:56,2015-07-27,2015-07-07,0,201507000936856C,,0,0,49.44,49.44,2015-07-22,6,1
469,false,848600007283201592016507251103853712019119222,2018-12-27 23:05:56,2015-07-27,2015-06-09,0,110385712,,0,0,28.32,28.32,2015-07-25,6,51
470,false,848000000006639001592010507259921687579022119228,2018-12-27 23:05:56,2015-07-27,2015-06-09,0,992168579,,0,0,63.90,63.90,2015-07-25,6,50
471,false,3419175397716564720410001730900021000,2018-12-27 23:05:56,2015-07-27,2015-07-25,0,0139716564/0276908,,5,10,144.20,144.20,2015-07-25,6,3
472,false,846400000002349001090100001213438748757303262997,2018-12-27 23:05:56,2015-07-27,2015-07-07,0,1213438747,,0,0,34.90,34.90,2015-07-25,6,5
473,false,0339949281369815196000720420102980000000000000,2018-12-27 23:05:56,2015-07-27,2015-07-15,0,8151960072042,,0,0,351.20,351.20,2015-07-25,6,11
474,false,1049102211909000000200004749420164820000033000,2018-12-27 23:05:56,2015-07-07,2015-06-15,0,703/090,,0,0,330.00,330.00,2015-07-07,6,4
475,false,033997022014000000127274401028165190000062800,2018-12-27 23:05:56,2015-08-13,2015-07-08,0,150813-399518,,0,0,628.00,628.00,2015-08-13,6,2
476,false,033997022014000000001272752010213655000000062800,2018-12-27 23:05:56,2015-09-14,2015-07-08,0,150913-399518,,0,0,628.00,628.00,2015-09-13,6,2
477,false,0339970220140000001272760010241658000000062800,2018-12-27 23:05:56,2015-10-13,2015-07-08,0,151013-399518,,0,0,628.00,628.00,2015-10-13,6,2
478,false,0339949281369815166060566590102070000000000000,2018-12-27 23:05:56,2015-06-25,2015-06-15,0,0505660000232360,,0,0,525.58,525.58,2015-06-25,6,11
479,false,8363000000004486000403007453836519034100252771009,2018-12-27 23:05:56,2015-06-25,2015-06-11,0,201506000828633c,,0,0,48.60,48.60,2015-06-25,6,1
480,false,341917539771656472041001730900021000,2018-12-27 23:05:56,2015-06-25,2015-06-25,0,00139716564/0282044,,4,10,144.20,144.20,2015-06-25,6,3
481,false,848100000008319001592017506251103855712018119229,2018-12-27 23:05:56,2015-06-25,2015-05-09,0,110385712,,0,0,31.90,31.90,2015-06-25,6,51
482,false,8480000000006639001592010506259921689579021119224,2018-12-27 23:05:56,2015-06-25,2015-05-09,0,992168579,,0,0,63.90,63.90,2015-06-25,6,50
483,false,846100000005349001090100001192835880857303262995,2018-12-27 23:05:56,2015-06-25,2015-06-07,0,1192835888,,0,0,34.90,34.90,2015-06-25,6,5
484,false,84600000006329001090102001196357220495512623994,2018-12-27 23:05:56,2015-06-25,2015-06-07,0,1196357224,,0,0,32.90,32.90,2015-06-25,6,5
485,false,10491022119090000000200004699161564530000033000,2018-12-27 23:05:56,2015-06-08,2015-05-14,0,703/090,,0,0,330.00,330.00,2015-06-08,6,4
486,false,848100000008639001592010505259921680579020119220,2018-12-27 23:05:56,2015-05-25,2015-04-09,0,992168579,,0,0,63.90,63.90,2015-05-25,6,50
487,false,848200000000319001592017505251103857712017119225,2018-12-27 23:05:56,2015-05-25,2015-04-09,0,110385712,,0,0,31.90,31.90,2015-05-25,6,51
488,false,341917539771656472041001730900021000,2018-12-27 23:05:56,2015-05-25,2015-05-25,0,00139716564/0285278,,3,10,144.20,144.20,2015-05-25,6,3
489,false,836000000007420500403001465618456037100252771009,2018-12-27 23:05:56,2015-05-25,2015-05-07,0,201505000720991C,,0,0,42.05,42.05,2015-05-22,6,1
490,false,84600000006329001090102001172774919057303262992,2018-12-27 23:05:56,2015-05-25,2015-05-07,0,00797438AA,,0,0,32.90,32.90,2015-05-25,6,5
491,false,0339949281369815133060719520102010000000000000,2018-12-27 23:05:56,2015-05-25,2015-05-13,0,0505660000232360,,0,0,243.05,243.05,2015-05-25,6,11
492,false,0339949281369815258050597200102730000000000000,2018-12-27 23:05:56,2015-09-25,2015-09-15,0,05056600000232360,,0,0,333.67,333.67,2015-09-25,6,11
493,false,8366000000001431700403006472242984038100252771009,2018-12-27 23:05:56,2015-09-25,2015-09-08,0,201509000726108C,,0,0,43.17,43.17,2015-09-25,6,1
494,false,84670000009349001090100001256186113557303262991,2018-12-27 23:05:56,2015-09-25,2015-09-07,0,1256186115,,0,0,34.90,34.90,2015-09-25,6,5
495,false,848600000007685001592014509259921683579024119225,2018-12-27 23:05:56,2015-09-25,2015-08-09,0,992168579,,0,0,68.50,68.50,2015-09-25,6,50
496,false,8466000000000329001090102001259834883195512623990,2018-12-27 23:05:56,2015-09-25,2015-09-07,0,000688599AA,,0,0,32.90,32.90,2015-09-25,6,5
497,false,341917539771656472041001730900021000,2018-12-27 23:05:56,2015-09-25,2015-09-25,0,175/397165647,,7,10,144.20,144.20,2015-09-25,6,3
498,false,341917539771656472041001730900021000,2018-12-27 23:05:56,2015-10-25,2015-10-25,0,175/397165647,,8,10,144.20,144.20,2015-10-25,6,3
499,false,8468000000008349001090100001278280373957303262993,2018-12-27 23:05:56,2015-10-26,2015-10-07,0,000610411AA,,0,0,34.90,34.90,2015-10-25,6,5
500,false,8460000000006336901090108001281877488795512623997,2018-12-27 23:05:56,2015-10-26,2015-10-07,0,00837815AA,,0,0,33.69,33.69,2015-10-25,6,14
501,false,23792374039027935943532011189506964550000041412,2018-12-27 23:05:56,2015-06-10,2012-10-12,0,09/027935943327,,32,48,414.12,414.12,2015-06-10,6,12
502,false,23792374039027935943533011189504164850000041412,2018-12-27 23:05:56,2015-07-10,2012-10-12,0,09/027935943335,,33,48,414.12,414.12,2015-07-10,6,12
