ID,DATA,DATA_LACAMENTO,OBS,VALOR,FORMA_PAGAMENTO_ID,FORNECEDOR_ID,TIPO_DESPESA_ID
1421,2013-05-17,2018-12-27 23:06:08,,16.12,5,43,3
1422,2013-05-17,2018-12-27 23:06:08,,3.90,3,43,8
1423,2013-05-19,2018-12-27 23:06:08,,34.00,2,43,3
1424,2013-05-28,2018-12-27 23:06:08,,5.80,2,3,3
1425,2013-05-27,2018-12-27 23:06:08,,8.70,3,2,4
1426,2013-05-26,2018-12-27 23:06:08,,18.00,2,43,3
1427,2013-05-25,2018-12-27 23:06:08,,33.01,2,43,1
1428,2013-05-26,2018-12-27 23:06:08,,28.00,2,43,3
1429,2013-05-25,2018-12-27 23:06:08,,13.43,2,43,19
1430,2013-05-23,2018-12-27 23:06:08,,21.25,2,43,12
1431,2013-05-25,2018-12-27 23:06:08,,10.77,2,43,12
1432,2013-05-22,2018-12-27 23:06:08,,14.50,2,43,3
1433,2013-05-23,2018-12-27 23:06:08,,10.40,2,43,3
1434,2013-05-24,2018-12-27 23:06:08,,8.70,3,2,4
1435,2013-05-29,2018-12-27 23:06:08,,20.00,3,43,1
1436,2013-06-06,2018-12-27 23:06:08,,7.27,2,43,12
1437,2013-06-07,2018-12-27 23:06:08,,53.20,5,5,1
1438,2013-06-07,2018-12-27 23:06:08,,8.70,3,2,4
1439,2013-06-08,2018-12-27 23:06:08,,11.77,2,43,18
1441,2013-06-06,2018-12-27 23:06:08,,42.10,5,43,3
1442,2013-06-03,2018-12-27 23:06:08,,10.00,5,3,3
1443,2013-06-05,2018-12-27 23:06:08,,5.40,2,43,3
1444,2013-06-06,2018-12-27 23:06:08,,5.80,2,3,3
1445,2013-06-04,2018-12-27 23:06:08,,5.40,2,43,3
1446,2013-06-03,2018-12-27 23:06:08,,8.70,3,2,4
1447,2013-06-02,2018-12-27 23:06:08,,26.73,2,43,12
1448,2013-06-01,2018-12-27 23:06:08,,40.00,2,5,1
1449,2013-06-01,2018-12-27 23:06:08,,48.80,5,43,3
1450,2013-05-29,2018-12-27 23:06:08,,7.90,2,43,3
1451,2013-05-03,2018-12-27 23:06:08,,16.00,2,43,3
1452,2013-06-01,2018-12-27 23:06:08,,27.80,2,22,11
1453,2013-06-01,2018-12-27 23:06:08,,8.70,3,2,4
1454,2013-04-02,2018-12-27 23:06:08,,27.89,2,43,12
1455,2013-04-09,2018-12-27 23:06:08,,46.70,2,43,12
1456,2013-05-29,2018-12-27 23:06:08,,64.81,2,43,12
1457,2013-06-13,2018-12-27 23:06:08,,2.50,3,43,3
1460,2013-06-25,2018-12-27 23:06:08,,7.60,2,3,3
1461,2013-06-20,2018-12-27 23:06:08,,36.10,5,1,3
1462,2013-06-20,2018-12-27 23:06:08,,7.20,2,3,3
1463,2013-06-19,2018-12-27 23:06:08,,7.60,2,3,3
1464,2013-06-17,2018-12-27 23:06:08,,8.70,3,2,4
1465,2013-06-20,2018-12-27 23:06:08,,50.00,5,5,1
1466,2013-06-20,2018-12-27 23:06:08,,3.90,3,6,8
1467,2013-06-18,2018-12-27 23:06:08,,21.00,2,7,3
1468,2013-06-18,2018-12-27 23:06:08,,8.00,2,3,3
1469,2013-06-13,2018-12-27 23:06:08,,16.54,2,8,12
1470,2013-06-17,2018-12-27 23:06:08,,10.00,5,9,3
1471,2013-06-12,2018-12-27 23:06:08,,5.00,2,3,3
1472,2013-06-12,2018-12-27 23:06:08,Presente dia dos Namorados,40.00,2,10,20
1473,2013-06-11,2018-12-27 23:06:08,,8.60,2,3,3
1474,2013-06-12,2018-12-27 23:06:08,,40.01,5,5,1
1475,2013-06-12,2018-12-27 23:06:08,,58.41,2,11,3
1476,2013-06-12,2018-12-27 23:06:08,,8.70,3,2,4
1477,2013-06-13,2018-12-27 23:06:08,,8.70,3,2,4
1478,2013-06-13,2018-12-27 23:06:09,,8.50,2,3,3
1479,2013-06-15,2018-12-27 23:06:09,,30.00,2,12,1
1480,2013-06-14,2018-12-27 23:06:09,,8.70,3,2,4
1481,2013-06-15,2018-12-27 23:06:09,,36.00,2,13,3
1482,2013-06-24,2018-12-27 23:06:09,,20.00,2,14,1
1483,2013-06-25,2018-12-27 23:06:09,,8.70,3,2,4
1484,2013-06-22,2018-12-27 23:06:09,,6.90,2,15,18
1485,2013-06-25,2018-12-27 23:06:09,,25.00,2,16,18
1486,2013-06-22,2018-12-27 23:06:09,,12.65,5,17,3
1487,2013-06-22,2018-12-27 23:06:09,,29.30,2,18,3
1488,2013-06-22,2018-12-27 23:06:09,mochila,30.00,2,19,18
1489,2013-06-22,2018-12-27 23:06:09,,6.25,5,20,3
1490,2013-06-22,2018-12-27 23:06:09,,60.94,2,21,3
1491,2013-06-21,2018-12-27 23:06:09,,8.70,3,2,4
1492,2013-06-23,2018-12-27 23:06:09,,20.50,2,20,3
1494,2013-07-03,2018-12-27 23:06:09,,7.60,2,3,3
1495,2013-06-29,2018-12-27 23:06:09,,11.40,2,36,3
1496,2013-07-01,2018-12-27 23:06:09,,8.70,3,2,4
1497,2013-07-02,2018-12-27 23:06:09,,4.70,2,3,3
1498,2013-06-29,2018-12-27 23:06:09,,17.40,2,36,3
1499,2013-06-25,2018-12-27 23:06:09,,8.70,3,2,4
1500,2013-06-28,2018-12-27 23:06:09,,8.70,3,2,4
1501,2013-06-28,2018-12-27 23:06:09,,54.00,5,5,1
1502,2013-06-26,2018-12-27 23:06:09,,31.00,2,37,1
1503,2013-06-26,2018-12-27 23:06:09,,8.70,3,2,4
1504,2013-07-03,2018-12-27 23:06:09,,21.50,2,7,3
1505,2013-07-04,2018-12-27 23:06:09,,11.90,2,3,3
1506,2013-07-09,,,22.64,2,38,3
1507,2013-07-09,2018-12-27 23:06:09,,18.90,5,1,3
1508,2013-07-09,2018-12-27 23:06:09,,21.00,5,31,3
1509,2013-07-09,2018-12-27 23:06:09,,28.30,2,22,6
1510,2013-07-09,2018-12-27 23:06:09,,4.00,5,31,3
1511,2013-07-08,2018-12-27 23:06:09,,5.70,2,3,3
1512,2013-07-09,2018-12-27 23:06:09,,3.90,3,6,8
1513,2013-07-09,2018-12-27 23:06:09,,3.90,5,1,3
1514,2013-07-09,2018-12-27 23:06:09,,6.50,2,39,3
1515,2013-07-07,2018-12-27 23:06:09,,26.00,2,40,3
1516,2013-07-08,2018-12-27 23:06:09,,8.70,3,2,4
1517,2013-07-08,2018-12-27 23:06:09,,30.00,5,5,1
1518,2013-07-08,2018-12-27 23:06:09,,26.60,5,41,3
1519,2013-07-05,2018-12-27 23:06:09,,8.70,3,2,4
1520,2013-07-05,2018-12-27 23:06:09,,50.00,5,5,1
1521,2013-07-07,2018-12-27 23:06:09,passagem carol,20.00,3,26,7
1522,2013-07-07,2018-12-27 23:06:09,,39.31,2,11,3
1523,2013-07-07,2018-12-27 23:06:09,,16.80,2,14,1
1524,2013-07-16,2018-12-27 23:06:09,,32.50,2,7,3
1525,2013-07-15,2018-12-27 23:06:09,,37.28,5,32,3
1526,2013-07-15,2018-12-27 23:06:09,,8.70,3,2,4
1527,2013-07-12,2018-12-27 23:06:09,,112.02,5,31,3
1528,2013-07-12,2018-12-27 23:06:09,,10.00,3,31,3
1529,2013-07-10,2018-12-27 23:06:09,,9.40,2,3,3
1530,2013-07-12,2018-12-27 23:06:09,,53.20,5,5,1
1531,2013-07-11,2018-12-27 23:06:09,,12.44,2,8,12
1532,2013-07-13,2018-12-27 23:06:09,,18.00,2,44,19
1533,2013-07-12,2018-12-27 23:06:09,,8.70,3,2,4
1534,2013-07-15,2018-12-27 23:06:09,,26.73,2,44,19
1535,2013-07-18,2018-12-27 23:06:09,,5.80,2,3,3
1536,2013-07-22,2018-12-27 23:06:09,,8.70,3,2,4
1537,2013-07-23,2018-12-27 23:06:09,,8.00,2,31,3
1538,2013-07-19,2018-12-27 23:06:09,,53.20,5,5,1
1539,2013-07-20,2018-12-27 23:06:09,,46.30,2,4,12
1540,2013-07-19,2018-12-27 23:06:09,,8.70,3,2,4
1541,2013-07-19,2018-12-27 23:06:09,,5.70,2,3,3
1542,2013-07-20,2018-12-27 23:06:09,,35.97,2,45,3
1543,2013-07-17,2018-12-27 23:06:09,,7.90,5,39,3
1544,2013-07-18,2018-12-27 23:06:09,,5.90,3,6,8
1545,2013-07-17,2018-12-27 23:06:09,,44.41,5,46,3
1546,2013-07-25,2018-12-27 23:06:09,,27.60,2,22,6
1547,2013-07-24,2018-12-27 23:06:09,,8.79,2,8,12
1548,2013-07-24,2018-12-27 23:06:09,,17.41,2,8,12
1549,2013-07-24,2018-12-27 23:06:09,,3.90,2,6,8
1550,2013-07-24,2018-12-27 23:06:09,,28.50,2,47,3
1551,2013-07-29,2018-12-27 23:06:09,,10.00,2,48,9
1552,2013-08-03,2018-12-27 23:06:09,,28.00,2,49,3
1553,2013-08-05,2018-12-27 23:06:09,,8.70,3,2,4
1554,2013-08-02,2018-12-27 23:06:09,,8.70,3,2,4
1555,2013-08-02,2018-12-27 23:06:09,,53.21,5,5,1
1556,2013-07-30,2018-12-27 23:06:09,monitor 23 polegadas,577.53,2,50,9
1557,2013-07-31,2018-12-27 23:06:09,,13.00,2,32,3
1558,2013-07-31,2018-12-27 23:06:09,,2.57,2,165,18
1559,2013-07-29,2018-12-27 23:06:09,,8.70,3,2,4
1560,2013-07-26,2018-12-27 23:06:09,,8.70,3,2,4
1561,2013-07-29,2018-12-27 23:06:09,,30.00,2,37,1
1562,2013-07-28,2018-12-27 23:06:09,,16.20,2,52,3
1563,2013-07-26,2018-12-27 23:06:09,,41.70,2,53,1
1564,2013-07-26,2018-12-27 23:06:09,,8.00,5,32,3
1565,2013-07-27,2018-12-27 23:06:09,,12.50,2,54,3
1566,2013-07-27,2018-12-27 23:06:10,,24.90,2,55,9
1567,2013-07-27,2018-12-27 23:06:10,,16.50,2,56,3
1568,2013-07-27,2018-12-27 23:06:10,,4.50,2,57,3
1569,2013-07-26,2018-12-27 23:06:10,,25.00,2,7,3
1570,2013-07-27,2018-12-27 23:06:10,,6.79,2,58,18
1571,2013-08-06,2018-12-27 23:06:10,,5.40,2,3,3
1572,2013-08-08,2018-12-27 23:06:10,,7.20,2,3,3
1573,2013-08-07,2018-12-27 23:06:10,,10.40,2,3,3
1574,2013-08-01,2018-12-27 23:06:10,,39.96,2,8,12
1575,2013-08-09,2018-12-27 23:06:10,,13.01,2,59,19
1576,2013-08-12,2018-12-27 23:06:10,,8.70,3,2,4
1577,2013-08-12,2018-12-27 23:06:10,,20.98,2,59,19
1578,2013-08-11,2018-12-27 23:06:10,,39.55,2,60,3
1579,2013-08-10,2018-12-27 23:06:10,emprestado Carlos Henrique,30.00,2,61,3
1580,2013-08-09,2018-12-27 23:06:10,,17.40,5,1,3
1581,2013-08-09,2018-12-27 23:06:10,,17.80,5,47,3
1582,2013-08-09,2018-12-27 23:06:10,,7.90,5,39,3
1583,2013-08-09,2018-12-27 23:06:10,,3.90,3,6,8
1584,2013-08-10,2018-12-27 23:06:10,,20.00,5,62,3
1585,2013-08-10,2018-12-27 23:06:10,,6.50,5,31,3
1586,2013-08-10,2018-12-27 23:06:10,,50.01,5,5,1
1587,2013-08-10,2018-12-27 23:06:10,,40.50,2,22,6
1588,2013-08-10,2018-12-27 23:06:10,,6.80,2,63,3
1589,2013-08-10,2018-12-27 23:06:10,,69.80,2,64,20
1590,2013-08-10,2018-12-27 23:06:10,,4.00,5,31,3
1591,2013-08-10,2018-12-27 23:06:10,,22.00,5,31,3
1592,2013-08-09,2018-12-27 23:06:10,,17.40,5,1,3
1593,2013-07-27,,,26.00,2,20,3
1594,2013-08-15,2018-12-27 23:06:10,,7.60,2,3,3
1595,2013-08-15,2018-12-27 23:06:10,,30.00,2,65,1
1596,2013-08-14,2018-12-27 23:06:10,,7.60,2,3,3
1597,2013-08-13,2018-12-27 23:06:10,,24.49,2,8,12
1598,2013-08-13,2018-12-27 23:06:10,,12.00,5,31,3
1599,2013-08-23,2018-12-27 23:06:10,,8.70,3,2,4
1600,2013-08-24,2018-12-27 23:06:10,,7.25,2,14,3
1601,2013-08-24,2018-12-27 23:06:10,,12.30,2,17,3
1602,2013-08-24,2018-12-27 23:06:10,,10.00,2,20,3
1603,2013-08-24,2018-12-27 23:06:10,,43.50,2,20,3
1604,2013-08-24,2018-12-27 23:06:10,,15.00,2,66,20
1605,2013-08-26,2018-12-27 23:06:10,,7.80,3,2,4
1606,2013-08-25,2018-12-27 23:06:10,,30.00,2,12,1
1607,2013-08-25,2018-12-27 23:06:10,,46.20,2,67,3
1608,2013-08-25,2018-12-27 23:06:10,,7.80,3,2,4
1609,2013-08-25,2018-12-27 23:06:10,,7.80,3,2,4
1610,2013-08-21,2018-12-27 23:06:10,,7.60,2,3,3
1611,2013-08-22,2018-12-27 23:06:10,,7.20,2,3,3
1612,2013-08-22,2018-12-27 23:06:10,,46.00,5,5,1
1613,2013-08-22,2018-12-27 23:06:10,,22.60,2,47,3
1614,2013-08-22,2018-12-27 23:06:10,,12.90,2,68,3
1615,2013-08-22,2018-12-27 23:06:10,,4.90,3,6,8
1616,2013-08-27,2018-12-27 23:06:10,,40.76,2,8,12
1617,2013-08-14,2018-12-27 23:06:10,,76.50,2,69,9
1618,2013-08-20,2018-12-27 23:06:10,,9.85,2,3,3
1619,2013-08-19,2018-12-27 23:06:10,,2.79,2,70,19
1620,2013-08-18,2018-12-27 23:06:10,,32.00,2,71,11
1621,2013-08-18,2018-12-27 23:06:10,,17.70,2,56,3
1622,2013-08-18,2018-12-27 23:06:10,pipoca,4.50,2,71,3
1623,2013-08-18,2018-12-27 23:06:10,,40.00,2,71,11
1624,2013-08-18,2018-12-27 23:06:10,Ficha fliperama,12.00,2,72,6
1625,2013-08-18,2018-12-27 23:06:10,,16.00,2,73,3
1626,2013-08-19,2018-12-27 23:06:10,,8.70,3,2,4
1627,2013-08-18,2018-12-27 23:06:10,presente (sapato) dia dos namorado Carol,59.99,2,74,20
1628,2013-08-15,2018-12-27 23:06:10,,6.90,5,75,3
1629,2013-08-15,2018-12-27 23:06:10,,56.00,5,76,3
1630,2013-08-16,2018-12-27 23:06:10,,46.99,5,5,1
1631,2013-08-16,2018-12-27 23:06:10,,8.70,3,2,4
1632,2013-08-17,2018-12-27 23:06:10,,36.00,2,49,3
1633,2013-08-16,2018-12-27 23:06:10,,28.00,2,49,3
1634,2013-09-29,2018-12-27 23:06:10,presente carol (pijama),49.80,2,64,20
1635,2013-08-28,2018-12-27 23:06:10,,49.80,2,64,20
1636,2013-08-30,2018-12-27 23:06:10,,20.24,2,8,12
1637,2013-08-29,2018-12-27 23:06:10,,8.50,2,31,3
1638,2013-08-31,2018-12-27 23:06:10,,24.40,2,41,3
1639,2013-08-31,2018-12-27 23:06:10,,9.00,2,77,3
1640,2013-08-31,2018-12-27 23:06:10,,3.90,3,6,8
1641,2013-08-29,2018-12-27 23:06:10,,30.00,2,53,1
1642,2013-09-02,2018-12-27 23:06:10,,30.00,2,14,1
1643,2013-09-02,2018-12-27 23:06:10,,8.70,3,2,4
1644,2013-08-29,2018-12-27 23:06:10,,31.20,2,41,3
1645,2013-08-29,2018-12-27 23:06:10,,10.00,2,3,3
1646,2013-08-27,2018-12-27 23:06:10,,7.60,2,3,3
1647,2013-08-28,2018-12-27 23:06:10,,7.60,2,3,3
1648,2013-09-03,2018-12-27 23:06:10,,7.60,2,3,3
1649,2013-09-11,2018-12-27 23:06:10,,7.60,2,3,3
1650,2013-09-10,2018-12-27 23:06:10,,45.65,2,8,12
1651,2013-09-10,2018-12-27 23:06:11,,8.60,2,3,3
1652,2013-09-09,2018-12-27 23:06:11,,60.00,5,5,1
1653,2013-09-07,2018-12-27 23:06:11,,6.50,2,20,3
1654,2013-09-05,2018-12-27 23:06:11,,3.90,3,6,8
1655,2013-09-09,2018-12-27 23:06:11,,5.90,5,39,3
1656,2013-09-05,2018-12-27 23:06:11,,29.22,5,38,3
1657,2013-09-06,2018-12-27 23:06:11,,40.00,5,5,1
1658,2013-09-04,2018-12-27 23:06:11,,4.70,2,3,3
1659,2013-09-06,2018-12-27 23:06:11,,8.70,3,2,4
1660,2013-09-05,2018-12-27 23:06:11,,7.60,2,3,3
1661,2013-09-09,2018-12-27 23:06:11,,8.70,3,2,4
1662,2013-09-21,2018-12-27 23:06:11,,39.07,5,75,3
1663,2013-09-27,2018-12-27 23:06:11,,3.90,3,6,8
1664,2013-09-20,2018-12-27 23:06:11,,13.90,5,82,3
1665,2013-09-20,2018-12-27 23:06:11,,6.00,2,31,3
1666,2013-09-19,2018-12-27 23:06:11,,30.05,5,41,3
1667,2013-09-19,2018-12-27 23:06:11,,60.02,5,5,1
1668,2013-09-23,2018-12-27 23:06:11,,8.70,3,2,4
1669,2013-09-21,2018-12-27 23:06:11,,8.70,3,2,4
1670,2013-09-20,2018-12-27 23:06:11,,23.60,5,47,3
1671,2013-09-21,2018-12-27 23:06:11,,22.35,2,80,3
1672,2013-09-21,2018-12-27 23:06:11,,35.80,2,22,6
1673,2013-09-16,2018-12-27 23:06:11,,9.00,2,79,9
1674,2013-09-12,2018-12-27 23:06:11,,12.67,2,8,12
1675,2013-09-18,2018-12-27 23:06:11,,10.00,2,3,3
1676,2013-09-17,2018-12-27 23:06:11,,7.60,2,3,3
1677,2013-09-19,2018-12-27 23:06:11,,5.80,2,3,3
1678,2013-09-14,2018-12-27 23:06:11,,9.90,2,78,9
1679,2013-09-14,2018-12-27 23:06:11,,14.20,2,81,3
1680,2013-09-12,2018-12-27 23:06:11,,10.00,2,3,3
1681,2013-09-13,2018-12-27 23:06:11,,8.70,3,2,4
1682,2013-09-15,2018-12-27 23:06:11,,25.00,2,14,3
1683,2013-09-15,2018-12-27 23:06:11,,47.50,2,83,6
1684,2013-09-16,2018-12-27 23:06:11,,8.70,3,2,4
1689,2013-10-29,2018-12-27 23:06:11,,7.70,2,3,3
1690,2013-10-28,2018-12-27 23:06:11,,8.70,3,2,4
1691,2013-10-26,2018-12-27 23:06:11,,28.00,2,49,3
1692,2013-10-27,2018-12-27 23:06:11,,5.10,2,84,3
1693,2013-10-27,2018-12-27 23:06:11,,65.78,2,21,3
1694,2013-10-27,2018-12-27 23:06:11,,2.50,2,14,3
1695,2013-10-23,2018-12-27 23:06:11,,7.60,2,3,3
1696,2013-10-24,2018-12-27 23:06:11,,18.77,2,85,3
1697,2013-10-26,2018-12-27 23:06:11,,8.70,3,2,4
1698,2013-10-24,2018-12-27 23:06:11,,8.40,2,3,3
1699,2013-10-25,2018-12-27 23:06:11,,60.00,5,5,1
1700,2013-10-19,2018-12-27 23:06:11,,30.30,5,5,1
1701,2013-10-22,2018-12-27 23:06:11,,10.60,2,3,3
1702,2013-10-18,2018-12-27 23:06:11,,6.19,5,86,3
1703,2013-10-18,2018-12-27 23:06:11,,39.00,2,87,3
1704,2013-10-21,2018-12-27 23:06:11,,8.70,3,2,4
1705,2013-10-13,2018-12-27 23:06:11,,27.00,2,7,3
1706,2013-10-13,2018-12-27 23:06:11,,65.00,5,9,3
1707,2013-10-20,2018-12-27 23:06:11,,23.50,2,20,3
1708,2013-10-15,2018-12-27 23:06:11,,7.60,2,3,3
1709,2013-10-14,2018-12-27 23:06:11,,7.60,2,3,3
1710,2013-10-17,2018-12-27 23:06:11,,5.80,2,3,3
1711,2013-10-19,2018-12-27 23:06:11,,8.70,3,2,4
1712,2013-10-01,2018-12-27 23:06:11,,36.96,2,8,12
1713,2013-10-11,2018-12-27 23:06:11,,17.57,2,85,12
1714,2013-10-04,2018-12-27 23:06:11,,25.00,2,49,3
1715,2013-10-03,2018-12-27 23:06:11,,21.90,5,41,3
1716,2013-10-03,2018-12-27 23:06:11,,8.64,5,86,3
1717,2013-10-01,2018-12-27 23:06:11,,7.60,2,3,3
1718,2013-09-30,2018-12-27 23:06:11,,8.70,3,2,4
1719,2013-09-04,2018-12-27 23:06:11,,43.01,2,5,1
1720,2013-09-04,2018-12-27 23:06:11,,8.70,3,2,4
1721,2013-09-08,2018-12-27 23:06:11,,15.83,2,8,12
1722,2013-09-08,2018-12-27 23:06:11,,7.20,2,3,3
1723,2013-10-07,2018-12-27 23:06:11,,8.70,3,2,4
1724,2013-10-11,2018-12-27 23:06:11,,3.90,3,6,8
1725,2013-10-11,2018-12-27 23:06:11,,34.90,5,1,3
1726,2013-10-11,2018-12-27 23:06:11,,41.22,2,5,1
1727,2013-10-10,2018-12-27 23:06:11,,21.92,2,8,12
1728,2013-09-30,2018-12-27 23:06:11,,30.00,2,88,1
1729,2013-09-28,2018-12-27 23:06:11,,25.00,2,49,3
1730,2013-09-28,2018-12-27 23:06:11,,8.70,3,2,4
1731,2013-09-28,2018-12-27 23:06:11,,46.30,2,22,6
1732,2013-09-27,2018-12-27 23:06:11,,3.90,3,6,8
1733,2013-09-26,2018-12-27 23:06:11,,27.28,2,8,12
1734,2013-09-27,2018-12-27 23:06:11,,23.60,2,89,3
1735,2013-09-27,2018-12-27 23:06:11,,3.90,2,6,8
1736,2013-09-27,2018-12-27 23:06:11,,13.50,2,1,3
1737,2013-09-27,2018-12-27 23:06:11,,23.60,2,47,3
1738,2013-09-25,2018-12-27 23:06:11,,27.50,2,7,3
1739,2013-09-24,2018-12-27 23:06:11,,10.00,2,3,3
1740,2013-09-05,2018-12-27 23:06:11,,19.40,5,47,3
1741,2013-09-26,2018-12-27 23:06:11,,11.40,2,3,3
1742,2013-09-23,2018-12-27 23:06:11,,7.60,2,3,3
1743,2013-09-25,2018-12-27 23:06:12,,8.70,2,3,3
1744,2013-10-27,2018-12-27 23:06:12,,8.00,2,72,6
1745,2013-11-16,2018-12-27 23:06:12,,4.00,2,6,8
1746,2013-11-25,2018-12-27 23:06:12,,33.60,2,8,12
1747,2013-11-16,2018-12-27 23:06:12,,19.90,5,82,3
1748,2013-11-16,2018-12-27 23:06:12,,24.90,5,47,3
1749,2013-11-16,2018-12-27 23:06:12,,4.00,3,6,8
1750,2013-11-16,2018-12-27 23:06:12,,52.50,5,5,1
1751,2013-11-16,2018-12-27 23:06:12,,8.70,3,2,4
1752,2013-11-16,2018-12-27 23:06:12,,7.90,2,14,3
1753,2013-11-17,2018-12-27 23:06:12,,21.05,2,44,19
1754,2013-11-18,2018-12-27 23:06:12,,8.70,3,2,4
1755,2013-11-21,2018-12-27 23:06:12,,5.80,2,3,3
1756,2013-11-20,2018-12-27 23:06:12,,7.15,2,3,3
1757,2013-11-21,2018-12-27 23:06:12,,35.79,2,8,12
1758,2013-11-22,2018-12-27 23:06:12,,58.00,2,5,1
1759,2013-11-19,2018-12-27 23:06:12,,8.80,2,3,3
1760,2013-11-22,2018-12-27 23:06:12,,8.70,3,2,4
1761,2013-11-24,2018-12-27 23:06:12,,13.50,2,71,11
1762,2013-11-24,2018-12-27 23:06:12,,32.00,2,71,11
1763,2013-11-23,2018-12-27 23:06:12,,23.50,2,31,3
1764,2013-11-23,2018-12-27 23:06:12,,23.50,2,31,3
1765,2013-11-24,2018-12-27 23:06:12,,8.70,3,2,4
1766,2013-11-11,2018-12-27 23:06:12,,8.70,3,2,4
1767,2013-11-15,2018-12-27 23:06:12,,20.00,5,20,3
1768,2013-11-12,2018-12-27 23:06:12,,7.60,2,3,3
1769,2013-11-13,2018-12-27 23:06:12,,5.48,2,3,3
1770,2013-11-15,2018-12-27 23:06:12,,32.00,5,7,3
1771,2013-11-14,2018-12-27 23:06:12,,15.68,5,86,3
1772,2013-11-16,2018-12-27 23:06:12,,47.10,2,22,6
1773,2013-11-08,2018-12-27 23:06:12,,65.50,5,5,1
1774,2013-11-10,2018-12-27 23:06:12,,31.00,2,13,3
1775,2013-11-08,2018-12-27 23:06:12,,8.70,3,2,4
1776,2013-11-04,2018-12-27 23:06:12,,37.04,2,8,12
1777,2013-10-30,2018-12-27 23:06:12,,5.70,2,3,3
1778,2013-11-01,2018-12-27 23:06:12,,4.50,2,3,3
1779,2013-11-06,2018-12-27 23:06:12,,4.70,2,3,3
1780,2013-11-05,2018-12-27 23:06:12,,5.80,2,3,3
1781,2013-11-07,2018-12-27 23:06:12,,12.00,2,3,3
1782,2013-11-03,2018-12-27 23:06:12,,6.70,3,2,4
1783,2013-11-04,2018-12-27 23:06:12,,8.70,3,2,4
1784,2013-11-03,2018-12-27 23:06:12,,6.70,3,2,4
1785,2013-11-01,2018-12-27 23:06:12,,8.70,3,2,4
1786,2013-11-04,2018-12-27 23:06:12,,30.50,5,87,3
1787,2013-10-31,2018-12-27 23:06:12,,20.50,2,20,3
1788,2013-11-01,2018-12-27 23:06:12,,30.00,2,5,1
1789,2013-11-30,2018-12-27 23:06:12,,28.00,2,49,3
1790,2013-10-31,2018-12-27 23:06:12,,20.50,2,20,3
1791,2013-11-04,2018-12-27 23:06:12,,30.00,2,88,1
1792,2013-11-28,2018-12-27 23:06:12,,17.90,2,41,3
1793,2013-11-28,2018-12-27 23:06:12,,12.70,2,75,3
1794,2013-11-09,2018-12-27 23:06:12,,13.50,2,93,3
1795,2013-11-12,2018-12-27 23:06:12,,7.20,2,94,19
1796,2013-11-22,2018-12-27 23:06:12,,27.50,2,95,3
1797,2013-11-24,2018-12-27 23:06:12,,29.50,2,96,3
1798,2013-11-01,2018-12-27 23:06:12,,45.80,5,97,3
1799,2013-11-24,2018-12-27 23:06:12,,8.30,2,99,3
1800,2013-11-26,2018-12-27 23:06:12,,5.80,2,3,3
1801,2013-12-07,2018-12-27 23:06:12,,8.20,2,100,3
1802,2013-12-09,2018-12-27 23:06:12,,8.70,3,2,4
1803,2013-12-07,2018-12-27 23:06:12,,5.50,2,101,8
1804,2013-12-07,2018-12-27 23:06:12,,30.00,2,102,1
1805,2013-12-07,2018-12-27 23:06:12,,9.20,5,103,3
1806,2013-12-07,2018-12-27 23:06:12,,8.50,5,104,3
1807,2013-12-07,2018-12-27 23:06:12,,36.00,5,103,3
1808,2013-11-30,2018-12-27 23:06:12,,8.70,3,2,4
1809,2013-11-03,2018-12-27 23:06:12,,14.90,5,1,3
1810,2013-11-30,2018-12-27 23:06:12,,55.21,2,105,1
1811,2013-12-03,2018-12-27 23:06:12,,5.80,2,3,3
1812,2013-11-30,2018-12-27 23:06:12,,27.80,2,106,3
1813,2013-11-29,2018-12-27 23:06:12,,33.00,2,87,3
1814,2013-12-03,2018-12-27 23:06:12,,41.00,5,5,1
1815,2013-12-06,2018-12-27 23:06:12,,21.40,5,47,3
1816,2013-12-03,2018-12-27 23:06:12,,8.70,3,2,4
1817,2013-12-05,2018-12-27 23:06:12,,10.00,2,3,3
1818,2013-12-06,2018-12-27 23:06:12,,21.40,5,89,3
1819,2013-12-06,2018-12-27 23:06:12,,14.90,5,1,3
1820,2013-12-06,2018-12-27 23:06:12,,4.00,2,6,8
1821,2013-12-07,2018-12-27 23:06:12,,16.00,5,107,3
1822,2013-12-04,2018-12-27 23:06:12,,4.70,2,3,3
1823,2013-12-04,2018-12-27 23:06:12,,5.90,2,3,3
1824,2013-12-06,2018-12-27 23:06:12,,3.59,2,3,3
1825,2013-12-04,2018-12-27 23:06:12,,8.70,3,2,4
1826,2013-11-30,2018-12-27 23:06:12,,23.00,2,95,3
1827,2013-12-02,2018-12-27 23:06:12,,8.70,3,2,4
1828,2013-12-04,2018-12-27 23:06:12,,29.42,2,8,12
1829,2013-12-12,2018-12-27 23:06:13,,9.56,2,3,3
1830,2013-12-12,2018-12-27 23:06:13,shooping piracicaba,37.00,2,108,3
1831,2013-12-12,2018-12-27 23:06:13,,8.70,3,2,4
1832,2013-12-17,2018-12-27 23:06:13,,9.50,2,3,3
1833,2013-12-15,2018-12-27 23:06:13,,2.50,2,108,3
1834,2013-12-15,2018-12-27 23:06:13,,5.70,2,309,3
1835,2013-12-15,2018-12-27 23:06:13,,29.00,2,49,3
